tweet,voter 1,voter 2,voter 3,final vote,,,,,,,,,,,,,,,
Parang gusto kong ihire yung mga DDS at BBM sa marketing at sales department ko. Gurl ang galing nila magmarket ng kasinungalingan like gurll 100% mabenta lahat ðŸ‘€,-1,-1,-1,-1,,,,,,,,,,,,,,,
@Brix1013 @imnotadds @HLingayan @GnomeJuli07 @maria47215 @Jimmy93171751 @BuangSonny @danwaytoofar @volleyxnanon @BBM4PH @allcapslerky @boy_kalog @anthonybicolan @lino_iam @iliad_novak @lav2heart14 @BalDugho @MDSOnwardPH22 @GrowlHarhar @NileSneel @bernallene @fakyoto @bhevzkyren @pawwiefriday @MarC012378 @little_b_o_y @IamPatriotMDS @ralfymannheim @dutaetaetae @LoVe_MeOw_24 @GioSheng @3gchinoy @aberasturi2 @virmaxi @Aczent1 @WongLi2515 @inday_darling @briggscutter @RyanAsa7 @realmealbert @cletoque2 @MistPersie @corruptpler @Airashi_Kireina @YusufSantos79 @axonyx @PositivityLivi1 @ntfcovid19ph @Teddybird @PinoyAkoBlog Bbm tax evader. Nasa SC yan,-1,-1,-1,-1,,,,,,,,,,,,,,,
@comilat2 @WinwinEklabu @lenirobredo @COMELEC @smartmatic Wag naman Sana pag Nanalo si Leni sasama talaga ako mag protesta para Kay BBM,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@RiHou_18 Bbm is no great leader nor strive for good governance. That's it.  Kawawa ka naman, associating my implicit reply to reading compre prob.",-1,-1,-1,-1,,,,,,,,,,,,,,,
"@adalinvia Pag nanalo si bbm magmimigrate na ako. Tutal gusto nila ng corrupt, magpapakayaman na lang ako. Bahala na maghirap ang iba. Magiging selfish na ako",-1,-1,-1,-1,,,,,,,,,,,,,,,
@whoslucaaa kala ko bbm,0,0,0,0,,,,,,,,,,,,,,,
sayang! yung isang BBM na lang sana!,-1,-1,-1,-1,,,,,,,,,,,,,,,
@AgnewRo @PhilstarNews Actually nauna term na BBM kesa sa BBM na alam natin. Nakaw din kaya yung ginamit na acronym sa latter? ðŸ˜‚,-1,-1,-1,-1,,,,,,,,,,,,,,,
@PhilstarNews sana yung isang BBM na lang nag end,-1,-1,-1,-1,,,,,,,,,,,,,,,
@MadamDeputz @WifeOfAliMERC @iamwhatiam30 @lenirobredo BBM = BaBangon para Magnakaw ulit #NoToMarcosDuterte2022  #KakampinkWednesdays  https://t.co/LZEIJ4lXb6,-1,-1,-1,-1,,,,,,,,,,,,,,,
Leni daw para sa siraulo GAGO edi si bbm para MAGNANAKAW (?),-1,-1,-1,-1,,,,,,,,,,,,,,,
@charlasespino Si bbm naman,0,0,0,0,,,,,,,,,,,,,,,
@Brix1013 @imnotadds @HLingayan @GnomeJuli07 @maria47215 @Jimmy93171751 @BuangSonny @danwaytoofar @volleyxnanon @BBM4PH @allcapslerky @boy_kalog @anthonybicolan @lino_iam @iliad_novak @lav2heart14 @BalDugho @MDSOnwardPH22 @GrowlHarhar @NileSneel @bernallene @fakyoto @bhevzkyren @pawwiefriday @MarC012378 @little_b_o_y @IamPatriotMDS @ralfymannheim @dutaetaetae @LoVe_MeOw_24 @GioSheng @3gchinoy @aberasturi2 @virmaxi @Aczent1 @WongLi2515 @inday_darling @briggscutter @RyanAsa7 @realmealbert @cletoque2 @MistPersie @corruptpler @Airashi_Kireina @YusufSantos79 @axonyx @PositivityLivi1 @ntfcovid19ph @Teddybird @PinoyAkoBlog Bbm tax evader,-1,-1,-1,-1,,,,,,,,,,,,,,,
THE BEST DECISION IN YOUR LIFE YOUâ€™RE BETTER OFF WITH BBM. AWESOME,1,1,1,1,,,,,,,,,,,,,,,
"@KimIndar @lenirobredo May budget ba ang OVP sa mga calamities?  Meron ba siyang transport plane like DU30. Si BBM, ngayon lng nagparamdam. Magkano ba ambag niyang tulong sa mga nagdaang kalamidad.",-1,-1,-1,-1,,,,,,,,,,,,,,,
"Yung isang BBM kaya, kailan? ðŸ¤”ðŸ¤”ðŸ¤”",-1,-1,-1,-1,,,,,,,,,,,,,,,
"@PhilstarNews Bias. Pag dating kay Leni ganda ng Photo nyo. pag dating sa mga sumusuporta kay BBM, panget ng nilalagay nyo. Di kayo nakakatuwa mga media. Ayusin nyo naman ang photo ng inilalagay nyo. ginagawa nyong katatawanan.",-1,-1,-1,-1,,,,,,,,,,,,,,,
"In May 2022, another ""BBM"" will bite the dust!",-1,-1,-1,-1,,,,,,,,,,,,,,,
bye BBM #NoToMarcosDuterte2022,-1,-1,-1,-1,,,,,,,,,,,,,,,
Di ko pa din maintindihan bakit andami kong friends na sumusuporta kay BBM! Putangina ni wala nga ginawa yang ngayong pandemic kundi mag electoral protest tapos kung suportahan niyo parang ang laki ng inimpact sa buhay niyo! GAGO! Pag diniskusyon mo naman wala masagot!,-1,-1,-1,-1,,,,,,,,,,,,,,,
bye bbm,-1,-1,-1,-1,,,,,,,,,,,,,,,
time to rest BBM,-1,-1,-1,-1,,,,,,,,,,,,,,,
@GnomeJuli07 @imnotadds @HLingayan @Jimmy93171751 @NileSneel @Brix1013 @BuangSonny @danwaytoofar @maria47215 @volleyxnanon @BBM4PH @allcapslerky @boy_kalog @anthonybicolan @lino_iam @iliad_novak @lav2heart14 @BalDugho @MDSOnwardPH22 @GrowlHarhar @bernallene @fakyoto @bhevzkyren @pawwiefriday @MarC012378 @little_b_o_y @IamPatriotMDS @ralfymannheim @dutaetaetae @LoVe_MeOw_24 @GioSheng @3gchinoy @aberasturi2 @virmaxi @Aczent1 @WongLi2515 @inday_darling @briggscutter @RyanAsa7 @realmealbert @cletoque2 @MistPersie @corruptpler @Airashi_Kireina @YusufSantos79 @axonyx @PositivityLivi1 @ntfcovid19ph @Teddybird @PinoyAkoBlog Bbm mangmang uneducated,-1,-1,-1,-1,,,,,,,,,,,,,,,
pa-double standard ka pang nalalaman e ikaw ang baba ng standard. BBM who? tf ðŸ’€,-1,-1,-1,-1,,,,,,,,,,,,,,,
@godessfreya16 @taquiqui_romeo Ang daming troll ni bbm yong bobong na idol takot makipag debate kasi nga on the spot ang mga tanong ang alam lang kasi nya script.,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@DadiTsukie @WifeOfAliMERC @iamwhatiam30 @lenirobredo Paulit ulit naman yang picture mo na ""Magnanakaw?"" Bakit di nakulong si BBM? Asan nga ang proof mo? Jusko Bobo naman talaga si Leni. 2x na take ng BAR EXAM. Matanda na bago nakapagtapos sa mababang kalidad ng edukasyon sa Pilipinas. hahaha  https://t.co/XoX6CXJ7jM",-1,-1,-1,-1,,,,,,,,,,,,,,,
Ginagawang chismis lang ng mga dds/bbm supporters ang facts!! Kaloka! Tiktok ang ginawang totoong balita ðŸ¤¦ðŸ»â€â™€ï¸,-1,-1,-1,-1,,,,,,,,,,,,,,,
1. Start a BTS stan account 2. Get enough followers 3. Gradually throw shade against Leni 4. Spread lies and BBM propaganda  Jusko. Wala bang bagong style,-1,-1,-1,-1,,,,,,,,,,,,,,,
@VilmaSGarcia1 @jcpunongbrgy Correct Ano bang kinalaman ni BBm Jan at pati siya ay pilit iniugnay Ng mga kakampink na itoh!! Why? ala na ba kayong mababato Kun di manira?? Hahayyy Nakakaawa  https://t.co/THhc72s6fb,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@BbayanKo yung may dinoktor na photo na pic ni keanu na naglalakad sa gilid ng isang bridge, golden gate yata, bilang ordinaryong tao lang? si keanu mukhang mabango at artistahing marangal pa rin kahit in ordinary pedestrian clothes, pero nung pinatong ang mukha ni bbm, homeless vagrant na",-1,-1,-1,-1,,,,,,,,,,,,,,,
bye bbm,-1,-1,-1,-1,,,,,,,,,,,,,,,
@lemuel_luzon @taquiqui_romeo Hintayin mong mag dabate sila sabagay nga pala ayaw makipag debate ni bbm kasi takot sya una na yong sa Rotary club of Manila sya lang ang hindi nagpakita sa mga Presidentiable takot kasi sa on the spot question sanay kasi sa script.,-1,-1,-1,-1,,,,,,,,,,,,,,,
Every dds/bbm supporters when you present facts:  https://t.co/Vg6Ygzdf5X,-1,-1,-1,-1,,,,,,,,,,,,,,,
Maganda itong idea ni bbm/stressed naba kayo sa nangyayari now?Listen to...  https://t.co/RjHlnkw6eV via @YouTube,-1,1,1,-1,,,,,,,,,,,,,,,
Bye BBM ðŸ˜Œ,-1,-1,-1,-1,,,,,,,,,,,,,,,
bbm represent,-1,1,1,-1,,,,,,,,,,,,,,,
@frienies @RamORam20 @WinwinEklabu Mag-aral nga kayo ng history.. ano ba nagawa ni BBM sa Pilipinas? Sigh mga katulad nyo ang rason bakit 3rd world pa rin Pinas.. ðŸ¤¬,-1,-1,-1,-1,,,,,,,,,,,,,,,
@quesoooooo15 Pwedeng ikaw hindi pero mas maraming troll si bbm kasi may troll farm sya.,-1,-1,-1,-1,,,,,,,,,,,,,,,
Sapol na sapol dyan si BBM lolo Delfin.,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@PhilstarNews Indeed, bye BBM.",-1,-1,-1,-1,,,,,,,,,,,,,,,
@PinoyAkoBlag_ @brymac9168 @DolorNolet @agot_isidro pano pag katapos ni bbm si sara naman another 6 years ulit tapos ðŸ˜…ðŸ˜…ðŸ˜…,0,0,0,0,,,,,,,,,,,,,,,
@quesoooooo15 Iâ€™m not fake or bayaran and I followed BBMâ£ï¸â£ï¸â£ï¸I am as real as all the rest of those who believe in BBM â£ï¸â£ï¸â£ï¸â£ï¸â£ï¸,-1,-1,-1,-1,,,,,,,,,,,,,,,
@seseasf Pula? BBM ka ba? âœŒï¸âœŒï¸âœŒï¸ Hahahaha!,-1,-1,-1,-1,,,,,,,,,,,,,,,
Fudge I got excited reading.. I thought a different BBM Era was ending for sure. ðŸ¤¦â€â™€ï¸ðŸ¤¦â€â™€ï¸ðŸ¤¦â€â™€ï¸,-1,1,-1,-1,,,,,,,,,,,,,,,
@VeryStarchyPorn hindi na mauto ang pilipino ngayon alam nila ang dramatizes nyo cris Aquino kaya bbm lang sakalam na,-1,-1,-1,-1,,,,,,,,,,,,,,,
i have coworkers who are proudly bbm fanatics tapos di naman pala mga registered voters like what are yall proud of???????ðŸ˜•,-1,-1,-1,-1,,,,,,,,,,,,,,,
yuck bbm ew,-1,-1,-1,-1,,,,,,,,,,,,,,,
Bye BBM ðŸ˜,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@pinoyanghang I love Jericho Rosales. Kung iendorse nya ang kakampwet na lugaw ay okay lang. Si BBM pa rin iboboto ko. Bakit, si Jericho ba ang magpapagawa ng mga farm-to-market roads sa mga upland aricultural areas?",-1,-1,-1,-1,,,,,,,,,,,,,,,
@thecuriousbelle Tanga talaga ni PAB papaniwala sa ganyan or sya ang gumawa nyan hahaha magmula sa caravan ni bbm hanggang sayo palaging sa fakenews lang nakapitðŸ˜‚  Halatang walang alam ni minsan hindi nagcomment sa mga tweets mo miss thea hahahaha!,-1,-1,-1,-1,,,,,,,,,,,,,,,
@pan_meia @iamrodred â€œMas gusto talaga sa baba na malaman kung sino si VP. Why her? Not why not BBM.â€ Focus on this then. Do something. But dont start with â€œhindi masyadong makakatulongâ€ sa isang event na pinaghirapan ng ibang buuin.,-1,-1,-1,-1,,,,,,,,,,,,,,,
@blind_gentleman @bbm__sara2022 @PinoyAkoBlog Dahil ang square face niya maraming roots? or her massive nose parang Capital ng Nigeria?,-1,-1,-1,-1,,,,,,,,,,,,,,,
di ko lang naenjoy sa baguio is yung fact na ang daming bbm supporters kasuka hihi chariz,-1,-1,-1,-1,,,,,,,,,,,,,,,
@cascaderobredo @Meta Mga kakamputang ina nga mahilig mag mass report si BBM pa may troll farm. Tungol,-1,-1,-1,-1,,,,,,,,,,,,,,,
Potaena mga badeng BBM ang nanay ko tapos magpapasa pa raw sila ng 1Ã—1 picture nila w/personal info eme kasi need daw don sa fb group nila. I kenat teh!,-1,-1,-1,-1,,,,,,,,,,,,,,,
@PhilstarNews Bweeesheeeeet....louder please. End of an ear for #BBM bigyan ng bonus yan.,-1,-1,-1,-1,,,,,,,,,,,,,,,
@PinoyAkoBlog Siguro trabaho ka lang pero sa araw ng halalan. BBM padin i shade mo nu?,-1,-1,-1,-1,,,,,,,,,,,,,,,
Bbm energy,0,1,0,0,,,,,,,,,,,,,,,
"@wipedoutseaweed Pinagyayabang pa ng mga kakpinks niya kasi napatunayan daw niyang magnanakaw si BBM.... Tapos, mamba-Block.... Mahina.... Napakahinang Nilalang.... ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£",-1,-1,-1,-1,,,,,,,,,,,,,,,
"yes, bye BBM! u r really good at shading philstar! hahahahahahahaha!",-1,-1,-1,-1,,,,,,,,,,,,,,,
"@brymac9168 @DolorNolet Pano yan? Pg nanalo c BBM at Sara, another 6 years sya na ganyan? @agot_isidroðŸ˜ˆðŸ˜ˆðŸ˜ˆ",0,0,0,0,,,,,,,,,,,,,,,
@Jahman901 @Meta Troll farm ba ni BBM 'to? HAHAHA.,-1,-1,-1,-1,,,,,,,,,,,,,,,
@rotciv147 @PhilstarNews BBM ang BoBong Marcos na Presidente mo.  https://t.co/2ubEga5dCC,-1,-1,-1,-1,,,,,,,,,,,,,,,
mga virgo ka zodiac sign si bbm,0,0,0,0,,,,,,,,,,,,,,,
@mlq3 BBM's team is so good at leveraging Filipinos' poor civics education. What's clear  and final in the records of the court is not so clear to the layman. They only need 1 or 2 clever people to stir up confusion in the minds of voters until the elections are over.,-1,-1,-1,-1,,,,,,,,,,,,,,,
@Vagnarok1 Atty. Liza too. Napaka ma integridad ni Atty. Liza. Hindi nga siya nag lawfirm sa Ilocos nung governor si BBM kasi she might have clients na magka potential contract sa LGU. Nag professor na lang siya. Ganun siya ka prinsipyo. Upakan niya si BBM kung magnakaw yunðŸ¤£,-1,-1,-1,-1,,,,,,,,,,,,,,,
nakakahurt talagang makita na solid bbm yung fav teacher ko sa SIA ðŸ˜­,-1,-1,-1,-1,,,,,,,,,,,,,,,
Bye BBM,-1,-1,-1,-1,,,,,,,,,,,,,,,
BYE BBM ðŸ˜…ðŸ¤£,-1,-1,-1,-1,,,,,,,,,,,,,,,
Ganda ni Inday!   BBM SARA UNITEAM âœŒï¸ðŸ‘Šâ¤ï¸ðŸ’š  #BBMSARA2022,1,1,1,1,,,,,,,,,,,,,,,
"@OryangOryang Haha tae mo pink..ngayun na lumayas kana wla ka puwang tumira dto s  https://t.co/dApzvSGdyM nnlo c bbm tsupi,!now naðŸ¤£ðŸ˜…ðŸ¤£",-1,-1,-1,-1,,,,,,,,,,,,,,,
Pwede ba na yung isang BBM din pakitapos na ang EraðŸ˜‚,-1,-1,-1,-1,,,,,,,,,,,,,,,
Pa end rin ng isang BBM dyan b4 we go through another traumatic era,-1,-1,-1,-1,,,,,,,,,,,,,,,
"@panales2011 Ahwst,, thats the reason why, we need bbm and sarah,,",-1,-1,-1,-1,,,,,,,,,,,,,,,
TANGINA ANO PA BBM ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,-1,-1,-1,-1,,,,,,,,,,,,,,,
the wrong BBM to go away forever,-1,-1,-1,-1,,,,,,,,,,,,,,,
BYE BBM,-1,-1,-1,-1,,,,,,,,,,,,,,,
Grindr is still infested of BBM LOyalist and DDS . Ano ba yan wag niyo kasi i gate keep si Leni. Kung may makakausap kayo na ganto sa grindr wag niyo block kausapin niyo ng malumanay.,-1,-1,-1,-1,,,,,,,,,,,,,,,
That's what really makes it interesting..those who still have doubts on BBM &amp; what he can do if elected President can surely rest their trust on SARA to ensure everything is for the people as she constantly advocates.,1,0,0,0,,,,,,,,,,,,,,,
The only BBM I care about.,-1,1,1,1,,,,,,,,,,,,,,,
Bye BBM,-1,-1,-1,-1,,,,,,,,,,,,,,,
SOLID BBM FOR PRÃ‰SIDENT âœŒï¸ðŸ‡µðŸ‡­GOD BLESS PHILIPPINE ðŸ™,1,1,1,1,,,,,,,,,,,,,,,
@PinoyAkoBlog Talaga bang Hindi nagpaparamdam BBM pag may surge sa Covid?  Kawawa mga loyalista.,-1,-1,-1,-1,,,,,,,,,,,,,,,
SOLID BBM FOR PRÃ‰SIDENT âœŒï¸ðŸ‡µðŸ‡­GOD BLESS PHILIPPINE ðŸ™,1,1,1,1,,,,,,,,,,,,,,,
Hype na fake news yan! Gawa gawa ng BBM/DDS! ðŸ¤®,-1,-1,-1,-1,,,,,,,,,,,,,,,
And no one calls their Blackberry a BBM. BBM is the messaging feature they have. So obvious talaga sila. Corny.,-1,-1,-1,-1,,,,,,,,,,,,,,,
SOLID BBM FOR PRÃ‰SIDENT âœŒï¸ðŸ‡µðŸ‡­GOD BLESS PHILIPPINE ðŸ™,1,1,1,1,,,,,,,,,,,,,,,
"@THIRDY_2980 Oh shit!  BBM has not posted anything seditious nor advocating violence.  WTF is this person talking about?  Oh, man - product of a very faulty educational system that his mind has no inkling of whatever his mouth is talking about!",-1,-1,-1,-1,,,,,,,,,,,,,,,
@laralarslara hay nako may alam akong tycoon levels na bbm din yuck sobrang ubiquitous hirap iboycott,-1,-1,-1,-1,,,,,,,,,,,,,,,
BBM pala ako â˜ºï¸ðŸ˜Œ,1,1,1,1,,,,,,,,,,,,,,,
"@assortedge kaya dapat wag dilaw at pink. Dun tau sa pula, symbolo ng puso.  ðŸ’–ðŸ’–ðŸ’–ðŸ’–  #bongbongmarcos is my president for 2022 ðŸ¤—ðŸ¤—ðŸ¤—",1,1,1,1,,,,,,,,,,,,,,,
BBM LANG MALAKAS #BongbongMarcos2022  @BongbongMarcos,1,1,1,1,,,,,,,,,,,,,,,
We are ready for @bongbongmarcos  #lagunauniteamâœŒï¸â¤ï¸ðŸ‘ŠðŸ¾  https://t.co/6p0SGgeM8o,1,1,1,1,,,,,,,,,,,,,,,
Pambansang bayani bongbong Marcos HAHAHA,1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos @sandromarcos7 Happy new year sa buong family sir Bongbong â¤ï¸âœŒï¸,1,1,1,1,,,,,,,,,,,,,,,
@chard_maine2016 @bongbongmarcos @DuterteSara ðŸ‘ðŸ‘ðŸ‘ UNITEAM 2022,1,1,1,1,,,,,,,,,,,,,,,
"The tandem of presidential aspirant Ferdinand ""Bongbong"" Marcos and Davao City Mayor Sara Duterte is calling for the creation of a ""text helpline"" that will rescue children who are on the streets in this time of the COVID-19 pandemic.   https://t.co/JW4IeYl5Jt",1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos #Uniteam2022,1,1,1,1,,,,,,,,,,,,,,,
The Greatest Lesson Bongbong Marcos Learned From His Father | Toni Talks  https://t.co/de528Rm9Ta via @YouTube  https://t.co/KFz5OmDKgB,1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos   you can select any question if you dont mind. pls. answer.  thank you. happy new year.,1,1,1,1,,,,,,,,,,,,,,,
Last 2016 I voted for Bongbong Marcos as my Vice President and now that he is running for President expect me to vote for him soon. â¤ï¸âœŒï¸  UNITEAM 2022 #BongbongMarcos2022,1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos Yes Bbm 2022âœŒðŸ‡µðŸ‡­ðŸ’¯,1,1,1,1,,,,,,,,,,,,,,,
@david_pilapil @bongbongmarcos UNITEAM2022 #BongBongMarcos2022,1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos Our PRESIDENT,1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos Bbm Sara 2022 âœŒðŸ‡µðŸ‡­ðŸ’¯,1,1,1,1,,,,,,,,,,,,,,,
@ashspyder #BBMSARA2022  #bongbongmarcos is my president 2022,1,1,1,1,,,,,,,,,,,,,,,
#BongbongMarcos2022 #bongbongmarcos,1,1,1,1,,,,,,,,,,,,,,,
"I am a Millennial &amp; my President is BongBong Marcos for 2022. I can't wait for you to win as the next president of  the Philippines.   ""Sama sama tayong babangon muli.""  #BongbongMarcos2022  #bongbongmarcos",1,1,1,1,,,,,,,,,,,,,,,
Presidential aspirant Ferdinand â€œBongbongâ€ Marcos Jr. is pushing for the establishment of a helpline to rescue street kids and protect them against COVID-19.   https://t.co/wVae3P2FUt,1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos yes we support bbm,1,1,1,1,,,,,,,,,,,,,,,
Nakakatuwa lang na nag pa-participate si @bongbongmarcos sa mga ganitong challenges. I hope we can see more fun challenges. Hahaha.  https://t.co/fPdoMltNU4,1,1,1,1,,,,,,,,,,,,,,,
He's my president in 2022  #BONGBONGMARCOSFORPRESIDENT2022 #bongbongmarcos #bongbongmarcos #Bongbongmarcos2022  https://t.co/zhDM7cqURi,1,1,1,1,,,,,,,,,,,,,,,
@Chescamenioria7 @bongbongmarcos @sandromarcos7 Ah yan ang lab na lab natin ! Yes na yes !,1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos Stay safe po tayong lahat mga kababayan. â¤ï¸ðŸ’šâœŒï¸ðŸ‘ŠðŸ‡µðŸ‡­ðŸ™,1,1,1,1,,,,,,,,,,,,,,,
@Chescamenioria7 @bongbongmarcos @sandromarcos7 agree UNITEAM 2022 #BongbongMarcos2022,1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos Ang pagkakaisa ay nakaugat sa katotohanan! May you and your family learn to say the truth and be honest in the years to come!,1,1,1,1,,,,,,,,,,,,,,,
Tagging the Dilawans: #kakampinkwednesday #LeniKiko2022   Please vote for @bongbongmarcos!  UNITEAM 2022 #BongbongMarcos2022,1,1,1,1,,,,,,,,,,,,,,,
"#BBMAccomplishments  14th Congress House Bill No. 1836  AN ACT PROVIDING FOR THE ESTABLISHMENT OF A RAILWAY SYSTEM FROM BATAC, ILOCOS NORTE TO PORO, SAN FERNANDO LA UNION, UNDER THE BUILD-OPERATE-TRANSFER SCHEME  Author:   @bongbongmarcos  UNITEAM 2022 #BongbongMarcos2022",1,1,1,1,,,,,,,,,,,,,,,
"#BBMAccomplishments as Congressman.  14th Congress House Bill No. 1835  AN ACT ESTABLISHING THE SPECIAL ECONOMIC ZONE AND FREEPORT IN  ILOCOS NORTE, CREATING FOR THIS PURPOSE SPECIAL ECONOMIC ZONE AND FREEPORT AUTHORITY  Author:   @bongbongmarcos  UNITEAM 2022 #BongbongMarcos2022",1,1,1,1,,,,,,,,,,,,,,,
#BBMAccomplishments as Congressman.  9th Congress House Bill No. 14464  AN ACT PROVIDING FOR A MAGNA CARTA ON NATIONALISM AND INDUSTRIALIZATION  Author:   @bongbongmarcos  UNITEAM 2022 #BongbongMarcos2022,1,1,1,1,,,,,,,,,,,,,,,
#BBMAccomplishments as Congressman. Thread.  9th Congress House Bill No. 10793  AN ACT CONVERTING THE DARAT HIGH SCHOOL IN  ILOCOS NORTE INTO A NATIONAL HIGH SCHOOL &amp; CHANGING ITS NAME INTO PINILI NATIONAL HIGH SCHOOL  Author:   @bongbongmarcos  UNITEAM 2022 #BongbongMarcos2022,1,1,1,1,,,,,,,,,,,,,,,
Tagging the Dilawans: #LeniKiko2022 #kakampinkwednesday   Please vote for @bongbongmarcos   UNITEAM 2022 #BongbongMarcos2022,1,1,1,1,,,,,,,,,,,,,,,
"#BBMAccomplishments as Congressman.  9th Congress House Bill No. 4660  AN ACT CREATING THE NATIONAL YOUTH COMMISSION, DEFINING ITS POWERS AND FUNCTIONS  Author :  @bongbongmarcos   UNITEAM 2022 #BongbongMarcos2022",1,1,1,1,,,,,,,,,,,,,,,
"#BBMAccomplishments as Congressman. Thread.   9th Congress House Bill No. 328  AN ACT CREATING THE DEPARTMENT OF ENERGY, DEFINING ITS POWERS AND FUNCTIONS, APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES  Author:  @bongbongmarcos   UNITEAM 2022 #BongbongMarcos2022",1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos BBM Is My President â¤,1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos keep safe  po uniteamâ™¥ï¸â™¥ï¸â™¥ï¸,1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos Ingat po palagi BBM! ðŸ™ðŸ¼  UNITEAM 2022 #BongbongMarcos2022,1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos God bless and stay safe âœŒâ¤ðŸ’šðŸ‘Š,1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos Keep safe Paps! Pati rin sa team mo poâ¤ï¸,1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos Keep safe paps,1,1,1,1,,,,,,,,,,,,,,,
"@bongbongmarcos Ingat kayo palagi n Sara, sir. God Bless! â¤ï¸ðŸ’šðŸ‘ŠâœŒï¸",1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos ingatt po kayo palage pops sana gumaling na sila!!!â¤ï¸â¤ï¸âœŒï¸,1,1,1,1,,,,,,,,,,,,,,,
Since we're on Alert Level 3 - magcaravan ako dito sa bahay while on break.  Cheers to the all the supporters of BBMâœŒï¸ðŸ¥° - para sa ika 17th na Presidente ng PilipinasðŸ‡µðŸ‡­@bongbongmarcos   #BBMIsMyPresident2022  #BongbongMarcos2022  https://t.co/6YIeRIyF2k,1,1,1,1,,,,,,,,,,,,,,,
"#BBMAccomplishments as VICE GOVERNOR. Thread.  Tagging the Dilawans: #LeniKiko2022 #kakampinkwednesday  Bongbong Marcos: Ilocos Norte Vice-Governor (1980 to 1983)  He expanded various roads, bridges and other basic infrastructure  UNITEAM 2022 #BongbongMarcos2022",1,1,1,1,,,,,,,,,,,,,,,
"#BBMAccomplishments as VICE GOVERNOR. Thread.  Tagging the Dilawans: #LeniKiko2022 #kakampinkwednesday  Bongbong Marcos: Ilocos Norte Vice-Governor (1980 to 1983)  He upgraded basic services such as water, power and transport province-wide;  UNITEAM 2022 #BongbongMarcos2022",1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos The LORD protect you all the timeâ€¦ ðŸ™ðŸ™ðŸ™,1,1,1,1,,,,,,,,,,,,,,,
@Justinearljill6 @bongbongmarcos UNITEAM 2022  #BongbongMarcos2022,1,1,1,1,,,,,,,,,,,,,,,
@bongbongmarcos is my President! God bless po. #BongbongMarcos2022  UNITEAM 2022,1,1,1,1,,,,,,,,,,,,,,,
"@bongbongmarcos  we are always here for you, you're not alone. We're always here to support you  #BongbongMarcos2022  UNITEAM 2022",1,1,1,1,,,,,,,,,,,,,,,
